"Step","denim-lake-75 - tok per sec","denim-lake-75 - tok per sec__MIN","denim-lake-75 - tok per sec__MAX"
"995","1004955.6388470625","1004955.6388470625","1004955.6388470625"
"997","1005056.4249584087","1005056.4249584087","1005056.4249584087"
"999","1003273.6100094533","1003273.6100094533","1003273.6100094533"
"1000","1002337.0549707005","1002337.0549707005","1002337.0549707005"
"1003","224471.27808397205","224471.27808397205","224471.27808397205"
"1004","1004950.9149940512","1004950.9149940512","1004950.9149940512"
"1010","1004228.1641799457","1004228.1641799457","1004228.1641799457"
"1014","1000941.7446012271","1000941.7446012271","1000941.7446012271"
"1016","1002569.4626070881","1002569.4626070881","1002569.4626070881"
"1018","1002160.079650083","1002160.079650083","1002160.079650083"
"1019","1004060.9991990036","1004060.9991990036","1004060.9991990036"
"1020","1003592.8144260263","1003592.8144260263","1003592.8144260263"
"1022","1002481.1872398579","1002481.1872398579","1002481.1872398579"
"1023","1002504.1686789045","1002504.1686789045","1002504.1686789045"
"1026","1002977.6117320751","1002977.6117320751","1002977.6117320751"
"1027","1003128.7268359414","1003128.7268359414","1003128.7268359414"
"1029","1002850.5847824229","1002850.5847824229","1002850.5847824229"
"1034","1002137.1139839649","1002137.1139839649","1002137.1139839649"
"1035","1003196.7173378296","1003196.7173378296","1003196.7173378296"
"1037","1004225.0194974035","1004225.0194974035","1004225.0194974035"
"1039","1001496.5874697466","1001496.5874697466","1001496.5874697466"
"1040","1003611.6590669516","1003611.6590669516","1003611.6590669516"
"1041","1001633.1783147181","1001633.1783147181","1001633.1783147181"
"1044","1002975.5204929847","1002975.5204929847","1002975.5204929847"
"1045","1004358.6858760985","1004358.6858760985","1004358.6858760985"
"1050","1000517.0413597268","1000517.0413597268","1000517.0413597268"
"1051","1003093.1662443985","1003093.1662443985","1003093.1662443985"
"1053","1001430.9120077277","1001430.9120077277","1001430.9120077277"
"1056","1003284.595639066","1003284.595639066","1003284.595639066"
"1058","1001496.066202009","1001496.066202009","1001496.066202009"
"1063","1001766.6771181287","1001766.6771181287","1001766.6771181287"
"1069","1004347.6767121686","1004347.6767121686","1004347.6767121686"
"1070","1003991.8437606151","1003991.8437606151","1003991.8437606151"
"1072","1001372.5410500503","1001372.5410500503","1001372.5410500503"
"1074","1001443.9421683787","1001443.9421683787","1001443.9421683787"
"1076","995787.5513229156","995787.5513229156","995787.5513229156"
"1079","998822.3448376101","998822.3448376101","998822.3448376101"
"1082","1002026.4759807817","1002026.4759807817","1002026.4759807817"
"1083","1002080.7481748821","1002080.7481748821","1002080.7481748821"
"1088","1004245.4602859796","1004245.4602859796","1004245.4602859796"
"1090","413477.52135254524","413477.52135254524","413477.52135254524"
"1092","1000624.7444584969","1000624.7444584969","1000624.7444584969"
"1095","1001969.6008556716","1001969.6008556716","1001969.6008556716"
"1097","1002331.8335650573","1002331.8335650573","1002331.8335650573"
"1098","999453.7434911856","999453.7434911856","999453.7434911856"
"1099","1003983.4619305603","1003983.4619305603","1003983.4619305603"
"1102","1002203.4041132029","1002203.4041132029","1002203.4041132029"
"1105","1001139.1252494854","1001139.1252494854","1001139.1252494854"
"1109","1003251.6394719457","1003251.6394719457","1003251.6394719457"
"1114","1003495.4617206353","1003495.4617206353","1003495.4617206353"
"1115","1002092.7514732098","1002092.7514732098","1002092.7514732098"
"1116","1001078.1841314039","1001078.1841314039","1001078.1841314039"
"1117","1003374.5822324337","1003374.5822324337","1003374.5822324337"
"1119","1003065.9745519907","1003065.9745519907","1003065.9745519907"
"1122","1001859.5214805574","1001859.5214805574","1001859.5214805574"
"1125","1001669.6783592183","1001669.6783592183","1001669.6783592183"
"1126","1001313.13474138","1001313.13474138","1001313.13474138"
"1127","1000536.2909364707","1000536.2909364707","1000536.2909364707"
"1128","1003282.5031196392","1003282.5031196392","1003282.5031196392"
"1129","1001476.2584300599","1001476.2584300599","1001476.2584300599"
"1132","1002464.4741277942","1002464.4741277942","1002464.4741277942"
"1133","1001018.8127419444","1001018.8127419444","1001018.8127419444"
"1134","1000754.851582207","1000754.851582207","1000754.851582207"
"1136","1003528.4339087714","1003528.4339087714","1003528.4339087714"
"1137","1002478.0534888967","1002478.0534888967","1002478.0534888967"
"1139","1003840.4685181011","1003840.4685181011","1003840.4685181011"
"1145","1000342.2682908697","1000342.2682908697","1000342.2682908697"
"1146","1001944.0352424376","1001944.0352424376","1001944.0352424376"
"1148","1003214.5009895827","1003214.5009895827","1003214.5009895827"
"1150","1001984.210363296","1001984.210363296","1001984.210363296"
"1151","997240.8722855874","997240.8722855874","997240.8722855874"
"1152","999607.4336332103","999607.4336332103","999607.4336332103"
"1158","1001538.2906469428","1001538.2906469428","1001538.2906469428"
"1160","1001724.9549195349","1001724.9549195349","1001724.9549195349"
"1161","998666.3043615688","998666.3043615688","998666.3043615688"
"1162","1000232.546173048","1000232.546173048","1000232.546173048"
"1163","999736.2374453993","999736.2374453993","999736.2374453993"
"1165","999990.8264570101","999990.8264570101","999990.8264570101"
"1166","998268.388674764","998268.388674764","998268.388674764"
"1167","1000700.7229090107","1000700.7229090107","1000700.7229090107"
"1171","989163.3865532265","989163.3865532265","989163.3865532265"
"1172","1001928.3834700553","1001928.3834700553","1001928.3834700553"
"1179","1002336.0106852199","1002336.0106852199","1002336.0106852199"
"1183","997115.2942034873","997115.2942034873","997115.2942034873"
"1185","995347.643706945","995347.643706945","995347.643706945"
"1187","998087.1520551832","998087.1520551832","998087.1520551832"
"1188","1001614.4078990383","1001614.4078990383","1001614.4078990383"
"1190","996942.2240017989","996942.2240017989","996942.2240017989"
"1191","1001311.5715126521","1001311.5715126521","1001311.5715126521"
"1192","999368.6111892783","999368.6111892783","999368.6111892783"
"1193","1001016.7296631812","1001016.7296631812","1001016.7296631812"
"1196","995956.6121854678","995956.6121854678","995956.6121854678"
"1200","999914.4361397072","999914.4361397072","999914.4361397072"
"1201","1002829.6780805497","1002829.6780805497","1002829.6780805497"
"1202","1000431.2076684226","1000431.2076684226","1000431.2076684226"
"1203","1000150.9202138415","1000150.9202138415","1000150.9202138415"
"1204","1000457.7365095294","1000457.7365095294","1000457.7365095294"
"1205","1001801.1005484499","1001801.1005484499","1001801.1005484499"
"1207","996906.5841679982","996906.5841679982","996906.5841679982"
"1208","996564.7778294553","996564.7778294553","996564.7778294553"
"1209","999402.3509153917","999402.3509153917","999402.3509153917"
"1213","997555.7316798524","997555.7316798524","997555.7316798524"
"1216","997707.803937226","997707.803937226","997707.803937226"
"1221","998494.7679546829","998494.7679546829","998494.7679546829"
"1222","1000705.9273346828","1000705.9273346828","1000705.9273346828"
"1223","1000597.1660943829","1000597.1660943829","1000597.1660943829"
"1225","999362.9016148568","999362.9016148568","999362.9016148568"
"1226","998593.7440066845","998593.7440066845","998593.7440066845"
"1233","998455.3902700504","998455.3902700504","998455.3902700504"
"1234","1001476.2584300599","1001476.2584300599","1001476.2584300599"
"1235","1002387.1832328504","1002387.1832328504","1002387.1832328504"
"1236","1003502.7886863085","1003502.7886863085","1003502.7886863085"
"1238","1002497.9009092136","1002497.9009092136","1002497.9009092136"
"1240","1004146.4088341509","1004146.4088341509","1004146.4088341509"
"1242","1004206.6759084279","1004206.6759084279","1004206.6759084279"
"1247","1002480.6649466704","1002480.6649466704","1002480.6649466704"
"1248","1000844.384931876","1000844.384931876","1000844.384931876"
"1250","1002698.5084204158","1002698.5084204158","1002698.5084204158"
"1252","1002551.7018165449","1002551.7018165449","1002551.7018165449"
"1253","1000922.4794202163","1000922.4794202163","1000922.4794202163"
"1254","1001890.2995331981","1001890.2995331981","1001890.2995331981"
"1256","997504.0169873922","997504.0169873922","997504.0169873922"
"1257","999125.7523944234","999125.7523944234","999125.7523944234"
"1258","1001031.3113965881","1001031.3113965881","1001031.3113965881"
"1261","1001453.3240940109","1001453.3240940109","1001453.3240940109"
"1263","1002020.7359963339","1002020.7359963339","1002020.7359963339"
"1264","1002820.2703490948","1002820.2703490948","1002820.2703490948"
"1266","1000613.2966511109","1000613.2966511109","1000613.2966511109"
"1271","999626.1289015074","999626.1289015074","999626.1289015074"
"1272","1001672.2856070462","1001672.2856070462","1001672.2856070462"
"1273","1003273.0868902344","1003273.0868902344","1003273.0868902344"
"1276","1000877.7037563369","1000877.7037563369","1000877.7037563369"
"1278","1002650.438891144","1002650.438891144","1002650.438891144"
"1279","1000357.3504635921","1000357.3504635921","1000357.3504635921"
"1280","999546.1596005027","999546.1596005027","999546.1596005027"
"1282","998274.6036687453","998274.6036687453","998274.6036687453"
"1284","999747.6651929643","999747.6651929643","999747.6651929643"
"1285","999957.046986116","999957.046986116","999957.046986116"
"1286","1001573.2197303348","1001573.2197303348","1001573.2197303348"
"1289","997696.4227756265","997696.4227756265","997696.4227756265"
"1292","1001850.6535790286","1001850.6535790286","1001850.6535790286"
"1293","1000014.7333077978","1000014.7333077978","1000014.7333077978"
"1295","998951.465013641","998951.465013641","998951.465013641"
"1296","999265.8488303915","999265.8488303915","999265.8488303915"
"1297","999953.9289961616","999953.9289961616","999953.9289961616"
"1298","999439.7268099712","999439.7268099712","999439.7268099712"
"1299","1000593.0034544892","1000593.0034544892","1000593.0034544892"
"1301","998878.3446700576","998878.3446700576","998878.3446700576"
"1302","997808.1763311229","997808.1763311229","997808.1763311229"
"1303","999697.8005753544","999697.8005753544","999697.8005753544"
"1311","1000452.5346650894","1000452.5346650894","1000452.5346650894"
"1316","1000369.8326056418","1000369.8326056418","1000369.8326056418"
"1318","996938.6082503392","996938.6082503392","996938.6082503392"
"1319","998862.2700015625","998862.2700015625","998862.2700015625"
"1320","998486.4776576986","998486.4776576986","998486.4776576986"
"1323","996655.6279378142","996655.6279378142","996655.6279378142"
"1324","998699.9966823242","998699.9966823242","998699.9966823242"
"1326","998025.0289337966","998025.0289337966","998025.0289337966"
"1331","999682.7382837097","999682.7382837097","999682.7382837097"
"1332","998443.9920462612","998443.9920462612","998443.9920462612"
"1335","998648.163284287","998648.163284287","998648.163284287"
"1336","999515.006193512","999515.006193512","999515.006193512"
"1337","999204.0977816645","999204.0977816645","999204.0977816645"
"1339","997365.4480486495","997365.4480486495","997365.4480486495"
"1342","999770.5214718794","999770.5214718794","999770.5214718794"
"1343","998614.9927330817","998614.9927330817","998614.9927330817"
"1345","998763.2407149026","998763.2407149026","998763.2407149026"
"1346","998161.7100102765","998161.7100102765","998161.7100102765"
"1349","1000549.2978265696","1000549.2978265696","1000549.2978265696"
"1351","996946.3563212971","996946.3563212971","996946.3563212971"
"1353","998157.0498117444","998157.0498117444","998157.0498117444"
"1356","999262.7351494237","999262.7351494237","999262.7351494237"
"1360","998454.8721633232","998454.8721633232","998454.8721633232"
"1361","1000428.6068773752","1000428.6068773752","1000428.6068773752"
"1363","1000174.3148273479","1000174.3148273479","1000174.3148273479"
"1366","1001407.9797485219","1001407.9797485219","1001407.9797485219"
"1369","999669.7539138219","999669.7539138219","999669.7539138219"
"1370","999356.154020105","999356.154020105","999356.154020105"
"1372","997769.8875716509","997769.8875716509","997769.8875716509"
"1376","1001041.2063862021","1001041.2063862021","1001041.2063862021"
"1377","998205.2072950631","998205.2072950631","998205.2072950631"
"1379","997371.6518046709","997371.6518046709","997371.6518046709"
"1380","996746.49461207","996746.49461207","996746.49461207"
"1382","998844.6403148718","998844.6403148718","998844.6403148718"
"1383","1000851.6732351698","1000851.6732351698","1000851.6732351698"
"1385","998121.8408292293","998121.8408292293","998121.8408292293"
"1386","989500.1337616729","989500.1337616729","989500.1337616729"
"1387","996075.7108451199","996075.7108451199","996075.7108451199"
"1390","999332.7976649372","999332.7976649372","999332.7976649372"
"1391","1001948.7308695102","1001948.7308695102","1001948.7308695102"
"1393","1001416.3186303491","1001416.3186303491","1001416.3186303491"
"1396","998555.9131467289","998555.9131467289","998555.9131467289"
"1401","1000512.359142245","1000512.359142245","1000512.359142245"
"1405","1001961.2527568777","1001961.2527568777","1001961.2527568777"
"1407","1002151.2064270332","1002151.2064270332","1002151.2064270332"
"1410","1001159.440604355","1001159.440604355","1001159.440604355"
"1412","1001623.2716187747","1001623.2716187747","1001623.2716187747"
"1413","1000381.7949507411","1000381.7949507411","1000381.7949507411"
"1416","1001211.0140544006","1001211.0140544006","1001211.0140544006"
"1417","1001514.8321824244","1001514.8321824244","1001514.8321824244"
"1418","1001782.3238386399","1001782.3238386399","1001782.3238386399"
"1419","1000924.5621067351","1000924.5621067351","1000924.5621067351"
"1420","998427.4132762135","998427.4132762135","998427.4132762135"
